InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,CustomerName,Email,Address,PhoneNumber,Category,Supplier,StockLevel,Discount,SaleChannel,ReturnStatus,ProductWeight,ProductDimensions,ShippingCost,SalesRegion,PromotionCode,PaymentMethod,FrequentCustomer,FrequentCountry,FrequentEmail,FrequentPhone
536382,22725,GLASS JAR DAISY FRESH COTTON WOOL,6,12/01/2010 09:12,4.95,18148,United Kingdom,Grace Smith,grace.smith@mail.com,253 High St,555-936-2229,Home & Garden,Supplier A,281,37.5,Online,Not Returned,0.84,88x79x30 cm,10.19,Europe,DISCOUNT5,Credit Card,Grace Smith,Germany,grace.smith@example.com,555-458-5435
536521,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 11:31,4.95,18148,Germany,Henry Davis,henry.davis@mail.com,450 Ash St,555-458-5435,Home & Garden,Supplier A,40,49.38,Online,Not Returned,5.73,39x46x29 cm,5.46,Europe,PROMO10,Cash,Grace Smith,Germany,grace.smith@example.com,555-458-5435
536521,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 11:31,4.95,18148,Germany,Grace Smith,grace.smith@example.com,547 Main St,555-990-1951,Home & Garden,Supplier A,664,40.33,In-Store,Not Returned,5.73,39x46x29 cm,5.46,Europe,PROMO10,Cash,Grace Smith,Germany,grace.smith@example.com,555-458-5435
536711,21724,RED HARMONICA IN BOX,10,12/01/2010 14:41,1.25,17415,Germany,Grace Taylor,grace.taylor@test.org,709 Pine St,555-663-6690,Toys,Supplier B,15,45.71,In-Store,Returned,9.06,2x88x72 cm,5.35,North America,PROMO10,Gift Card,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536548,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 11:58,,17415,Denmark,Grace Taylor,grace.taylor@demo.net,450 Ash St,555-258-4223,Home & Garden,Supplier A,650,14.82,In-Store,Not Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Cash,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536634,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 13:24,,17415,United Kingdom,Grace Taylor,grace.taylor@example.com,709 Pine St,555-117-1768,Home & Garden,Supplier A,789,22.04,Online,Returned,6.62,77x28x69 cm,6.83,Australia,DISCOUNT5,Gift Card,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536510,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 11:20,1.65,17415,Germany,Grace Taylor,grace.taylor@test.org,815 Maple St,555-229-4155,Home & Garden,Supplier A,724,11.65,In-Store,Returned,8.79,58x31x23 cm,5.62,South America,SALE15,PayPal,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536400,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 09:30,5.95,17415,Denmark,Grace Taylor,grace.taylor@demo.net,921 Cedar St,555-896-7262,Home & Garden,Supplier A,196,34.39,In-Store,Not Returned,8.46,70x88x33 cm,5.09,North America,PROMO10,Cash,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536571,22633,HAND WARMER UNION JACK,6,12/01/2010 12:21,1.85,17415,Germany,Grace Taylor,grace.taylor@test.org,253 High St,555-984-4564,Clothing,Supplier C,508,41.75,Online,Not Returned,1.79,27x63x17 cm,5.07,Europe,SALE15,PayPal,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 11:11,2.55,17415,Germany,Grace Taylor,grace.taylor@mail.com,390 Broadway,555-799-5177,Home & Garden,Supplier A,468,45.77,Online,Returned,3.3,31x24x99 cm,5.27,South America,PROMO10,Credit Card,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536726,71053,WHITE METAL LANTERN,6,12/01/2010 14:56,3.39,17415,United Kingdom,Grace Taylor,grace.taylor@test.org,547 Main St,555-442-6445,Home & Garden,Supplier A,663,31.61,Online,Returned,6.36,77x81x40 cm,5.11,Australia,DISCOUNT5,Gift Card,Grace Taylor,Germany,grace.taylor@test.org,555-117-1768
536707,22139,RETROSPOT TEA SET CERAMIC 11 PC,-6,12/01/2010 14:37,6.95,12783,United Kingdom,Grace Williams,grace.williams@mail.com,547 Main St,555-691-9407,Home & Garden,Supplier A,422,47.36,In-Store,Not Returned,5.44,4x93x86 cm,6.56,South America,SALE15,Bank Transfer,Grace Williams,United Kingdom,grace.williams@mail.com,555-691-9407
536517,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 11:27,1.65,17557,United Kingdom,Grace Wilson,grace.wilson@example.com,390 Broadway,555-488-4760,Home & Garden,Supplier A,337,44.82,In-Store,Not Returned,1.0,95x49x69 cm,7.55,South America,SALE15,PayPal,Grace Wilson,United Kingdom,grace.wilson@example.com,555-488-4760
536372,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 09:02,1.85,17557,United Kingdom,Grace Wilson,grace.wilson@mail.com,547 Main St,555-597-2500,Clothing,Supplier C,806,30.57,Online,Not Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Gift Card,Grace Wilson,United Kingdom,grace.wilson@example.com,555-488-4760
536677,22310,IVORY KNITTED MUG COSY,6,12/01/2010 14:07,1.65,12093,United Kingdom,Henry Brown,henry.brown@demo.net,815 Maple St,555-130-8561,Home & Garden,Supplier A,405,18.67,In-Store,Returned,3.46,38x51x63 cm,6.97,South America,DISCOUNT5,Cash,Henry Brown,Denmark,henry.brown@demo.net,555-130-8561
536563,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,-20,12/01/2010 12:13,2.95,12093,Denmark,Henry Brown,henry.brown@test.org,709 Pine St,555-861-8715,Clothing,Supplier C,478,12.99,In-Store,Returned,1.31,45x17x26 cm,6.22,Asia,PROMO10,Bank Transfer,Henry Brown,Denmark,henry.brown@demo.net,555-130-8561
536536,22748,POPPYS PLAYHOUSE KITCHEN,6,12/01/2010 11:46,2.1,12093,Denmark,Henry Brown,henry.brown@demo.net,256 Oak St,555-405-8437,Toys,Supplier B,646,6.44,In-Store,Not Returned,5.13,62x94x95 cm,5.9,South America,PROMO10,Cash,Henry Brown,Denmark,henry.brown@demo.net,555-130-8561
536478,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 10:48,4.25,11380,Germany,Henry Davis,henry.davis@example.com,390 Broadway,555-936-2229,Home & Garden,Supplier A,28,32.57,Online,Returned,3.18,17x1x89 cm,7.14,South America,DISCOUNT5,Cash,Henry Davis,Germany,henry.davis@demo.net,555-159-7573
536565,71053,WHITE METAL LANTERN,6,12/01/2010 12:15,3.39,11380,Germany,Henry Davis,henry.davis@mail.com,709 Pine St,555-754-8232,Home & Garden,Supplier A,39,10.32,Online,Not Returned,6.36,77x81x40 cm,5.11,South America,DISCOUNT5,Credit Card,Henry Davis,Germany,henry.davis@demo.net,555-159-7573
536478,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 10:48,4.25,11380,Germany,John Davis,john.davis@mail.com,256 Oak St,555-159-7573,Home & Garden,Supplier A,111,19.46,In-Store,Returned,3.18,17x1x89 cm,7.14,South America,DISCOUNT5,Cash,Henry Davis,Germany,henry.davis@demo.net,555-159-7573
536549,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 11:59,165.0,11380,Germany,Henry Davis,henry.davis@demo.net,390 Broadway,555-594-2198,Home & Garden,Supplier A,710,29.51,Online,Not Returned,8.79,58x31x23 cm,5.62,South America,SALE15,Cash,Henry Davis,Germany,henry.davis@demo.net,555-159-7573
536543,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 11:53,595.0,17256,United Kingdom,Henry Johnson,henry.johnson@test.org,883 Elm St,555-111-2341,Home & Garden,Supplier A,900,29.56,Online,Not Returned,8.46,70x88x33 cm,5.09,Australia,PROMO10,Credit Card,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536471,22633,HAND WARMER UNION JACK,6,12/01/2010 10:41,1.85,17256,Germany,Henry Johnson,henry.johnson@mail.com,547 Main St,555-924-1645,Clothing,Supplier C,139,31.38,In-Store,Not Returned,1.79,27x63x17 cm,5.07,Australia,SALE15,Credit Card,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536550,21724,RED HARMONICA IN BOX,10,12/01/2010 12:00,1.25,17256,Denmark,Henry Johnson,henry.johnson@demo.net,815 Maple St,555-622-5841,Toys,Supplier B,225,35.42,In-Store,Returned,9.06,2x88x72 cm,5.35,Australia,PROMO10,PayPal,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536655,21914,BLUE HARMONICA IN BOX,12,12/01/2010 13:45,1.25,17256,Germany,Henry Johnson,henry.johnson@example.com,921 Cedar St,555-832-3356,Toys,Supplier B,899,12.48,In-Store,Returned,5.08,92x41x64 cm,5.38,South America,DISCOUNT5,Bank Transfer,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536543,21755,LOVE BUILDING BLOCK WORD,3,12/01/2010 11:53,595.0,17256,Germany,John Smith,john.smith@mail.com,390 Broadway,555-443-2828,Home & Garden,Supplier A,805,20.1,In-Store,Not Returned,8.46,70x88x33 cm,5.09,Australia,PROMO10,Credit Card,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536701,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 14:31,2.55,17256,United Kingdom,Henry Johnson,henry.johnson@example.com,547 Main St,555-785-4633,Home & Garden,Supplier A,971,48.05,Online,Returned,3.3,31x24x99 cm,5.27,South America,PROMO10,Bank Transfer,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536619,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 13:09,6.95,17256,United Kingdom,Henry Johnson,henry.johnson@mail.com,883 Elm St,555-771-7506,Home & Garden,Supplier A,369,46.84,In-Store,Returned,5.44,4x93x86 cm,6.56,Asia,SALE15,Gift Card,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 14:43,2.55,17256,Denmark,Henry Johnson,henry.johnson@example.com,883 Elm St,555-803-1686,Home & Garden,Supplier A,411,34.68,In-Store,Not Returned,3.3,31x24x99 cm,5.27,Asia,PROMO10,Credit Card,Henry Johnson,Germany,henry.johnson@example.com,555-111-2341
536533,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 11:43,1.85,16534,Germany,Henry Jones,henry.jones@demo.net,450 Ash St,555-833-2875,Clothing,Supplier C,273,6.84,In-Store,Not Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Bank Transfer,Henry Jones,Germany,henry.jones@demo.net,555-833-2875
536430,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 10:00,7.95,18475,United Kingdom,Henry Williams,henry.williams@test.org,256 Oak St,555-703-4054,Home & Garden,Supplier A,634,38.78,In-Store,Not Returned,2.5,51x88x41 cm,5.86,Europe,DISCOUNT5,Cash,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536670,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 14:00,4.25,18475,Denmark,Henry Miller,henry.miller@example.com,815 Maple St,555-684-5494,Home & Garden,Supplier A,800,29.62,In-Store,Not Returned,1.83,47x68x76 cm,6.44,Australia,SALE15,Cash,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536430,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 10:00,7.95,18475,Denmark,Henry Miller,henry.miller@test.org,921 Cedar St,555-637-9238,Home & Garden,Supplier A,179,8.04,Online,Returned,2.5,51x88x41 cm,5.86,Europe,DISCOUNT5,Cash,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536684,84988,SET 2 TEA TOWELS I LOVE LONDON,3,12/01/2010 14:14,4.95,18475,Denmark,Henry Miller,henry.miller@example.com,883 Elm St,555-534-4549,Home & Garden,Supplier A,295,42.56,Online,Returned,6.16,17x84x88 cm,8.52,Europe,PROMO20,Credit Card,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536740,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/01/2010 15:10,4.95,18475,Germany,Henry Miller,henry.miller@demo.net,709 Pine St,555-392-8832,Toys,Supplier B,392,34.81,In-Store,Returned,7.74,93x22x68 cm,7.71,South America,SALE15,Cash,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536569,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 12:19,7.65,18475,Germany,Henry Miller,henry.miller@example.com,450 Ash St,555-313-4762,Toys,Supplier B,554,1.56,In-Store,Returned,1.25,9x48x72 cm,5.6,South America,PROMO10,Bank Transfer,Henry Miller,Denmark,henry.miller@example.com,555-313-4762
536374,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 09:04,1.65,19665,Germany,Henry Moore,henry.moore@demo.net,594 Market St,555-575-4462,Home & Garden,Supplier A,3,1.12,In-Store,Returned,1.0,95x49x69 cm,7.55,South America,SALE15,Credit Card,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536376,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,12/01/2010 09:06,6.95,19665,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-645-5346,Home & Garden,Supplier A,946,8.83,In-Store,Returned,5.44,4x93x86 cm,6.56,Australia,SALE15,Gift Card,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536415,,RED WOOLLY HOTTIE WHITE HEART,6,12/01/2010 09:45,3.39,19665,Denmark,Henry Moore,henry.moore@mail.com,256 Oak St,555-474-8175,Beauty,Supplier D,885,9.32,In-Store,Returned,6.41,5x33x65 cm,5.87,Asia,DISCOUNT5,Gift Card,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536418,22633,HAND WARMER UNION JACK,6,12/01/2010 09:48,1.85,19665,Denmark,Henry Moore,henry.moore@example.com,390 Broadway,555-518-8312,Clothing,Supplier C,579,16.76,In-Store,Not Returned,1.79,27x63x17 cm,5.07,North America,SALE15,Bank Transfer,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536639,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,12/01/2010 13:29,4.25,19665,United Kingdom,Henry Moore,henry.moore@demo.net,450 Ash St,555-984-4564,Home & Garden,Supplier A,666,7.01,In-Store,Not Returned,3.18,17x1x89 cm,7.14,North America,DISCOUNT5,Bank Transfer,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536671,22633,HAND WARMER UNION JACK,6,12/01/2010 14:01,1.85,19665,Denmark,Henry Moore,henry.moore@test.org,883 Elm St,555-183-9442,Clothing,Supplier C,616,37.64,Online,Returned,1.79,27x63x17 cm,5.07,Europe,SALE15,Gift Card,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536456,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 10:26,1.65,19665,Denmark,Henry Moore,henry.moore@demo.net,709 Pine St,555-616-2796,Home & Garden,Supplier A,909,48.67,Online,Returned,1.0,95x49x69 cm,7.55,North America,SALE15,Bank Transfer,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536385,22571,HANGING STAR WITH BELLS,6,12/01/2010 09:15,4.25,19665,Germany,Henry Moore,henry.moore@test.org,883 Elm St,555-325-8878,Home & Garden,Supplier A,10,5.52,Online,Returned,5.82,25x39x35 cm,16.71,South America,PROMO10,Cash,Henry Moore,Denmark,henry.moore@demo.net,555-183-9442
536373,21914,BLUE HARMONICA IN BOX,12,12/01/2010 09:03,,15451,United Kingdom,Henry Smith,henry.smith@mail.com,709 Pine St,555-813-7047,Toys,Supplier B,81,46.04,In-Store,Returned,5.08,92x41x64 cm,5.38,Europe,DISCOUNT5,Gift Card,Henry Smith,United Kingdom,henry.smith@example.com,555-594-9357
536687,21724,RED HARMONICA IN BOX,10,12/01/2010 14:17,1.25,15451,United Kingdom,Henry Smith,henry.smith@example.com,815 Maple St,555-594-9357,Toys,Supplier B,312,44.73,In-Store,Returned,9.06,2x88x72 cm,5.35,Europe,PROMO10,Gift Card,Henry Smith,United Kingdom,henry.smith@example.com,555-594-9357
536463,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 10:33,2.95,12645,Denmark,Henry Taylor,henry.taylor@test.org,256 Oak St,555-645-5346,Clothing,Supplier C,918,34.8,Online,Not Returned,1.31,45x17x26 cm,6.22,Australia,PROMO10,Credit Card,Henry Taylor,Denmark,henry.taylor@demo.net,555-139-7183
536660,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 13:50,4.95,12645,United Kingdom,Henry Taylor,henry.taylor@demo.net,594 Market St,555-575-3681,Home & Garden,Supplier A,829,43.09,In-Store,Not Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Gift Card,Henry Taylor,Denmark,henry.taylor@demo.net,555-139-7183
536377,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 09:07,3.39,12645,United Kingdom,Henry Taylor,henry.taylor@mail.com,883 Elm St,555-513-7257,Beauty,Supplier D,306,0.91,Online,Returned,0.4,1x3x77 cm,14.16,South America,DISCOUNT5,PayPal,Henry Taylor,Denmark,henry.taylor@demo.net,555-139-7183
536660,22634,BAKING SET 9 PIECE RETROSPOT,6,12/01/2010 13:50,4.95,12645,Denmark,John Wilson,john.wilson@demo.net,815 Maple St,555-139-7183,Home & Garden,Supplier A,157,13.68,In-Store,Returned,5.73,39x46x29 cm,5.46,South America,PROMO10,Gift Card,Henry Taylor,Denmark,henry.taylor@demo.net,555-139-7183
536466,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 10:36,2.75,14138,Denmark,Henry Williams,henry.williams@example.com,450 Ash St,555-357-9780,Home & Garden,Supplier A,865,31.05,In-Store,Not Returned,0.24,25x13x82 cm,7.94,Asia,SALE15,Cash,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536506,22960,JAM MAKING SET WITH JARS,6,12/01/2010 11:16,4.25,14138,Denmark,Henry Williams,henry.williams@demo.net,594 Market St,555-623-3322,Home & Garden,Supplier A,962,34.87,In-Store,Not Returned,6.46,21x80x85 cm,5.15,Europe,PROMO10,Credit Card,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536531,21730,GLASS STAR FROSTED TLIGHT HOLDER,6,12/01/2010 11:41,4.25,14138,Denmark,Henry Williams,henry.williams@mail.com,547 Main St,555-378-2388,Home & Garden,Supplier A,39,43.59,Online,Not Returned,1.83,47x68x76 cm,6.44,Australia,SALE15,PayPal,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536446,21756,DOORMAT NEW ENGLAND,10,12/01/2010 10:16,795.0,14138,United Kingdom,Henry Williams,henry.williams@test.org,815 Maple St,555-782-8115,Home & Garden,Supplier A,910,9.08,Online,Not Returned,9.51,27x46x50 cm,6.92,Asia,SALE15,Bank Transfer,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536573,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/01/2010 12:23,1.69,14138,Germany,Henry Williams,henry.williams@example.com,594 Market St,555-403-9125,Home & Garden,Supplier A,645,26.97,Online,Returned,6.62,77x28x69 cm,6.83,North America,DISCOUNT5,Bank Transfer,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536662,21724,RED HARMONICA IN BOX,10,12/01/2010 13:52,1.25,14138,Denmark,Henry Williams,henry.williams@example.com,709 Pine St,555-150-8776,Toys,Supplier B,459,17.51,Online,Not Returned,9.06,2x88x72 cm,5.35,Asia,PROMO10,Credit Card,Henry Williams,Denmark,henry.williams@example.com,555-150-8776
536402,85099B,JUMBO BAG RED RETROSPOT,10,12/01/2010 09:32,1.95,16309,Denmark,Henry Wilson,henry.wilson@test.org,594 Market St,555-857-2301,Clothing,Supplier C,402,11.01,Online,Returned,5.08,56x67x92 cm,6.45,South America,DISCOUNT5,Cash,Henry Wilson,Denmark,henry.wilson@example.com,555-623-9073
536585,21756,DOORMAT NEW ENGLAND,10,12/01/2010 12:35,7.95,16309,Denmark,Henry Wilson,henry.wilson@example.com,547 Main St,555-623-9073,Home & Garden,Supplier A,95,11.04,Online,Returned,9.51,27x46x50 cm,6.92,Asia,SALE15,Credit Card,Henry Wilson,Denmark,henry.wilson@example.com,555-623-9073
536633,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 13:23,1.85,12295,United Kingdom,Jane Brown,jane.brown@mail.com,253 High St,555-936-2229,Clothing,Supplier C,578,45.42,In-Store,Returned,3.91,20x86x92 cm,5.5,North America,DISCOUNT5,Bank Transfer,Jane Brown,United Kingdom,jane.brown@example.com,555-111-2560
536612,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 13:02,2.95,12295,Germany,Jane Brown,jane.brown@example.com,921 Cedar St,555-111-2560,Clothing,Supplier C,86,43.69,In-Store,Returned,1.31,45x17x26 cm,6.22,North America,PROMO10,Credit Card,Jane Brown,United Kingdom,jane.brown@example.com,555-111-2560
536704,21914,BLUE HARMONICA IN BOX,12,12/01/2010 14:34,1.25,12295,United Kingdom,Jane Brown,jane.brown@demo.net,390 Broadway,555-847-1271,Toys,Supplier B,401,16.76,Online,Returned,5.08,92x41x64 cm,5.38,Australia,DISCOUNT5,Gift Card,Jane Brown,United Kingdom,jane.brown@example.com,555-111-2560
536610,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 13:00,1.65,12295,United Kingdom,Jane Brown,jane.brown@example.com,450 Ash St,555-392-8832,Home & Garden,Supplier A,513,32.2,Online,Returned,8.79,58x31x23 cm,5.62,Europe,SALE15,Credit Card,Jane Brown,United Kingdom,jane.brown@example.com,555-111-2560
536654,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 13:44,1.85,12295,Germany,Jane Brown,jane.brown@test.org,390 Broadway,555-990-9219,Clothing,Supplier C,883,0.92,Online,Returned,3.91,20x86x92 cm,5.5,North America,DISCOUNT5,Credit Card,Jane Brown,United Kingdom,jane.brown@example.com,555-111-2560
536603,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 12:53,1.85,12535,Germany,Jane Davis,jane.davis@demo.net,883 Elm St,555-319-5033,Clothing,Supplier C,715,3.85,In-Store,Not Returned,3.91,20x86x92 cm,5.5,Europe,DISCOUNT5,Cash,Jane Davis,Germany,jane.davis@demo.net,555-319-5033
536593,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 12:43,1.65,14557,United Kingdom,Jane Johnson,jane.johnson@demo.net,450 Ash St,555-813-7047,Home & Garden,Supplier A,526,13.4,Online,Not Returned,1.0,95x49x69 cm,7.55,Europe,SALE15,Bank Transfer,Jane Johnson,Germany,jane.johnson@demo.net,555-419-2389
536606,22960,JAM MAKING SET WITH JARS,6,12/01/2010 12:56,4.25,14557,Germany,Jane Johnson,jane.johnson@test.org,253 High St,555-419-2389,Home & Garden,Supplier A,843,22.3,In-Store,Returned,6.46,21x80x85 cm,5.15,Europe,PROMO10,Gift Card,Jane Johnson,Germany,jane.johnson@demo.net,555-419-2389
536599,21724,RED HARMONICA IN BOX,10,12/01/2010 12:49,1.25,15041,Germany,Jane Jones,jane.jones@demo.net,450 Ash St,555-760-2750,Toys,Supplier B,274,49.22,In-Store,Returned,9.06,2x88x72 cm,5.35,Asia,PROMO10,Credit Card,Jane Jones,Denmark,jane.jones@mail.com,555-175-5806
536663,21723,STRIPED CHARLIE+LOLA CHARLOTTE BAG,20,12/01/2010 13:53,2.95,15041,Denmark,Jane Jones,jane.jones@mail.com,547 Main St,555-308-3573,Clothing,Supplier C,324,21.31,In-Store,Returned,1.31,45x17x26 cm,6.22,South America,PROMO10,Cash,Jane Jones,Denmark,jane.jones@mail.com,555-175-5806
536656,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/01/2010 13:46,1.65,15041,United Kingdom,Jane Jones,jane.jones@mail.com,390 Broadway,555-175-5806,Home & Garden,Supplier A,111,18.12,In-Store,Returned,1.0,95x49x69 cm,7.55,Australia,SALE15,Credit Card,Jane Jones,Denmark,jane.jones@mail.com,555-175-5806
536681,21754,HOME BUILDING BLOCK WORD,3,12/01/2010 14:11,5.95,15041,Denmark,Jane Jones,jane.jones@mail.com,709 Pine St,555-847-1271,Home & Garden,Supplier A,840,11.19,In-Store,Not Returned,3.02,57x67x88 cm,7.51,Europe,SALE15,Bank Transfer,Jane Jones,Denmark,jane.jones@mail.com,555-175-5806
536622,22111,SCANDINAVIAN REDS RIBBONS,10,12/01/2010 13:12,1.65,11151,Denmark,Jane Miller,jane.miller@demo.net,883 Elm St,555-921-1454,Home & Garden,Supplier A,598,3.39,In-Store,Returned,8.79,58x31x23 cm,5.62,North America,SALE15,PayPal,Jane Miller,Denmark,jane.miller@demo.net,555-756-4676
536438,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 10:08,,11151,United Kingdom,Jane Miller,jane.miller@example.com,883 Elm St,555-877-4432,Clothing,Supplier C,606,43.1,In-Store,Not Returned,3.91,20x86x92 cm,5.5,South America,DISCOUNT5,Bank Transfer,Jane Miller,Denmark,jane.miller@demo.net,555-756-4676
536733,22632,HAND WARMER RED POLKA DOT,-6,12/01/2010 15:03,1.85,11151,Denmark,Jane Miller,jane.miller@mail.com,921 Cedar St,555-756-4676,Clothing,Supplier C,665,42.53,Online,Returned,3.91,20x86x92 cm,5.5,Asia,DISCOUNT5,Bank Transfer,Jane Miller,Denmark,jane.miller@demo.net,555-756-4676
536520,22112,CHOCOLATE HOT WATER BOTTLE,10,12/01/2010 11:30,3.39,18112,Germany,Jane Moore,jane.moore@demo.net,709 Pine St,555-615-8266,Beauty,Supplier D,532,43.5,Online,Not Returned,0.4,1x3x77 cm,14.16,Europe,DISCOUNT5,Gift Card,Jane Moore,Germany,jane.moore@demo.net,555-405-8437
536434,21724,RED HARMONICA IN BOX,10,12/01/2010 10:04,1.25,18112,Denmark,Jane Moore,jane.moore@demo.net,256 Oak St,555-663-6690,Toys,Supplier B,785,4.47,Online,Not Returned,9.06,2x88x72 cm,5.35,South America,PROMO10,Credit Card,Jane Moore,Germany,jane.moore@demo.net,555-405-8437
536629,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/01/2010 13:19,,18112,Germany,Jane Moore,jane.moore@demo.net,921 Cedar St,555-623-3322,Beauty,Supplier D,787,30.79,In-Store,Returned,6.41,5x33x65 cm,5.87,Europe,DISCOUNT5,Credit Card,Jane Moore,Germany,jane.moore@demo.net,555-405-8437
536604,21914,BLUE HARMONICA IN BOX,12,12/01/2010 12:52,1.25,18112,Germany,Jane Moore,jane.moore@mail.com,256 Oak St,555-405-8437,Toys,Supplier B,920,35.28,In-Store,Not Returned,5.08,92x41x64 cm,5.38,North America,DISCOUNT5,PayPal,Jane Moore,Germany,jane.moore@demo.net,555-405-8437
536481,21754,HOME BUILDING BLOCK WORD,3,12/01/2010 10:51,5.95,11481,Germany,Jane Smith,jane.smith@test.org,450 Ash St,555-415-4020,Home & Garden,Supplier A,847,6.03,In-Store,Not Returned,3.02,57x67x88 cm,7.51,Australia,SALE15,PayPal,Jane Smith,Germany,jane.smith@test.org,555-282-8126
536744,21777,RECIPE BOX WITH METAL HEART,4,12/01/2010 15:14,7.95,11481,Germany,Jane Smith,jane.smith@test.org,390 Broadway,555-282-8126,Home & Garden,Supplier A,894,23.99,Online,Returned,2.5,51x88x41 cm,5.86,Europe,DISCOUNT5,Gift Card,Jane Smith,Germany,jane.smith@test.org,555-282-8126
